,Title,Popularity,Drama,Comedy,Thriller,Action,Romance,Adventure,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,Music,War,Documentary,Western,Foreign,Quirky,Cerebral,Fast-Paced,Epic,Historical,Heartwarming,Creative,Independent,Tense,Realistic,Funny,New Release,Critically Acclaimed
2616,In Bruges,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,Peeples,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2618,The Rocker,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,-1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2619,Post Grad,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0
2620,Promised Land,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25
2621,Whatever Works,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,-0.5,-0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
2622,The In Crowd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,The Three Burials of Melquiades Estrada,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,Jakob the Liar,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,Kiss Kiss Bang Bang,32,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2626,Idle Hands,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2627,Mulholland Drive,31,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,2.0,-1.0,0.0,-1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0
2628,Blood and Chocolate,12,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2629,You Will Meet a Tall Dark Stranger,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,-0.5,-0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5
2630,Never Let Me Go,30,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0
2631,The Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2632,Transsiberian,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.0,0.0,2.0,-2.0,0.0,-1.0,-1.0,0.0,2.0,2.0,-1.0,0.0,0.0
2633,The Clan of the Cave Bear,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2634,Crazy in Alabama,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2635,Funny Games,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,-1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2636,Listening,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2637,Felicia's Journey,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2638,Metropolis,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,0.0,2.0,-6.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0
2639,District B13,17,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
2640,Things to Do in Denver When You're Dead,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,-1.0,0.0,0.0,1.0,3.0,5.0,1.0,-0.75,0.0,1.0
2641,The Assassin,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
2642,Buffalo Soldiers,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0,2.0,3.0,-4.0,1.0,-1.0,-1.0,0.0,2.0,5.0,-1.0,0.0,0.0
2643,The Return,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2644,Ong Bak 2,9,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2645,Centurion,22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0
2646,Silent Trigger,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2647,The Midnight Meat Train,19,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.0,0.0,2.0,1.0,0.0,-3.0,0.0,0.0,3.0,0.0,-2.0,0.0,0.0
2648,Winnie Mandela,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
2649,The Son of No One,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2650,All The Queen's Men,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2651,The Good Night,12,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2652,Bathory: Countess of Blood,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,Khumba,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0
2654,Automata,49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,0.0,2.0,-6.0,-2.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0
2655,Dungeons & Dragons: Wrath of the Dragon God,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,Chiamatemi Francesco - Il Papa della gente,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
2657,Shinjuku Incident,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,Pandaemonium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,Groundhog Day,52,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2660,Magic Mike XXL,29,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2661,Romeo + Juliet,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
2662,Sarah's Key,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2663,Freedom,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0
2664,Unforgiven,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.5,0.0,0.0,-1.0,0.0,0.0,1.0,2.5,0.0,0.0,1.0
2665,Manderlay,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,Slumdog Millionaire,59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2667,Fatal Attraction,16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2668,Pretty Woman,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2669,Crocodile Dundee II,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,Broken Horses,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2671,Born on the Fourth of July,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0
2672,Cool Runnings,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0
2673,My Bloody Valentine,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
2674,Stomp the Yard,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,The Spy Who Loved Me,27,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0
2676,Urban Legend,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,Good Deeds,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2678,White Fang,13,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2679,Superstar,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2680,The Iron Lady,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2681,Jonah: A VeggieTales Movie,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,Poetic Justice,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,All About the Benjamins,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684,Vampire in Brooklyn,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2685,Exorcist II: The Heretic,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2686,An American Haunting,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,-2.0,0.0,1.0,2.0,3.0,0.0,-1.0,1.0,0.0,1.0
2687,My Boss's Daughter,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2688,A Perfect Getaway,20,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2689,Our Family Wedding,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2690,Dead Man on Campus,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2691,Tea with Mussolini,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
2692,Thinner,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693,"New York, New York",3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25
2694,Crooklyn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,3.0,1.0,1.0,3.0,0.0,1.5,0.0,0.0,1.5
2695,I Think I Love My Wife,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
2696,Jason X,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2697,Bobby,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2698,Head Over Heels,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2699,Fun Size,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2700,The Diving Bell and the Butterfly,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,1.0,0.0,-1.0,0.0,1.0
